timestamp,accession
4/16/2012 12:48:37,30137434
4/23/2012 14:52:21,30137483
4/12/2012 14:59:19,30137525
4/10/2012 14:51:52,30137715
4/11/2012 10:51:48,30137715
4/19/2012 14:51:01,30137871
4/19/2012 14:51:02,30137871
4/24/2012 14:52:19,30137897
4/24/2012 14:52:19,30137939
4/17/2012 11:56:16,30137954
4/4/2012 14:51:16,30138135
4/9/2012 14:53:56,30138283
4/19/2012 9:06:43,30138317
4/17/2012 14:53:32,30138341
4/17/2012 11:56:16,30138366
4/24/2012 14:53:48,30138366
4/24/2012 14:55:17,30138416
4/17/2012 14:49:04,30138465
4/19/2012 9:06:43,30138499
4/4/2012 14:55:57,30138689
4/24/2012 14:55:17,30138705
4/24/2012 14:54:43,30138804
4/19/2012 9:54:14,30138903
4/4/2012 14:53:50,30138937
4/3/2012 14:22:47,30138960
4/11/2012 10:53:56,30138994
4/10/2012 14:51:15,30139000
4/11/2012 10:53:13,30139000
4/3/2012 14:53:31,30139067
4/5/2012 14:51:49,30139067
4/18/2012 14:52:36,30139141
4/19/2012 9:06:43,30139539
4/9/2012 14:56:07,30139604
4/17/2012 14:51:38,30139612
4/5/2012 14:53:35,30139661
4/17/2012 14:50:57,30139661
4/18/2012 14:51:51,30139844
4/9/2012 14:56:07,45741865
4/18/2012 14:54:51,30015994
4/12/2012 15:00:39,30105621
4/19/2012 9:54:14,30116388
4/18/2012 14:54:51,19872472
4/12/2012 15:00:39,30132757
4/19/2012 9:54:14,30007249
